,Car_Model,Type,Location,Car_Body_Type,Model_Year,Brand,Km Driven,Ownership,Fuel Type,RTO Office,Discounted_Car_Price,Baseline Price,Car_Type
866,Honda Amaze,1.2L I-VTEC VXManual,"Bellahalli, Bengaluru",Sedan,2016,Honda,46099,1ST OWNER,PETROL,KA-04,537000,603000,Manual
867,Hyundai Verna,1.6 CRDI SXManual,"Horamavu Agara Road, Bengaluru",Sedan,2018,Hyundai,49792,2ND OWNER,DIESEL,KA-53,981000,1011000,Manual
868,Hyundai Xcent,SX AT 1.2 (O)Automatic,"Bellahalli, Bengaluru",Sedan,2015,Hyundai,77721,1ST OWNER,PETROL,KA-51,487000,536000,Automatic
869,Volkswagen Vento,HIGHLINE 1.5 ATAutomatic,"Bellahalli, Bengaluru",Sedan,2015,Volkswagen,97455,2ND OWNER,DIESEL,KA-53,633000,668000,Automatic
870,Tata TIGOR,XM PETROLManual,"Hosur Road, Singasandra, Bengaluru",Sedan,2018,Tata,55652,1ST OWNER,PETROL,KA-25,497000,521000,Manual
871,Honda City,VX CVT PETROLAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2018,Honda,66399,1ST OWNER,PETROL,KA-04,877000,1143000,Automatic
872,Maruti Ciaz,ALPHA DIESEL 1.5Manual,"Bellahalli, Bengaluru",Sedan,2019,Maruti,122864,2ND OWNER,DIESEL,KA-02,763000,822000,Manual
873,Maruti Dzire,ZXI PLUS AMTAutomatic,"Bellahalli, Bengaluru",Sedan,2018,Maruti,22528,2ND OWNER,PETROL,KA-01,678000,795000,Automatic
874,Honda Amaze,1.2L I-VTEC V CVTAutomatic,"GT World Mall, Bengaluru",Sedan,2018,Honda,8732,1ST OWNER,PETROL,KA-55,767000,811000,Automatic
875,Hyundai Verna,1.6 VTVT SXManual,"Hosur Road, Singasandra, Bengaluru",Sedan,2018,Hyundai,41576,1ST OWNER,PETROL,KA-01,861000,891000,Manual
876,Volkswagen VIRTUS,TOPLINE TSI 1.0 ATAutomatic,"Bellahalli, Bengaluru",Sedan,2022,Volkswagen,11880,1ST OWNER,PETROL,KA-09,1645000,1718000,Automatic
877,Maruti Swift Dzire,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2012,Maruti,44074,1ST OWNER,PETROL,KA-01,408800,471000,Manual
878,Hyundai Verna,SX (O) 1.5 VTVT IVTAutomatic,"Horamavu Agara Road, Bengaluru",Sedan,2021,Hyundai,43353,1ST OWNER,PETROL,KA-05,1333000,1471000,Automatic
879,Skoda Rapid,AMBITION AT TSIAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2021,Skoda,29517,1ST OWNER,PETROL,KA-51,1042000,1194000,Automatic
880,Volkswagen Ameo,HIGHLINE1.2LManual,Sonnappanahalli,Sedan,2017,Volkswagen,59897,1ST OWNER,PETROL,KA-05,556000,636000,Manual
881,Hyundai Verna,1.6 VTVT SX ATAutomatic,"GT World Mall, Bengaluru",Sedan,2016,Hyundai,34108,1ST OWNER,PETROL,KA-04,715000,910000,Automatic
882,Honda Amaze,1.2L I-VTEC V CVTAutomatic,"Bellahalli, Bengaluru",Sedan,2018,Honda,29256,1ST OWNER,PETROL,KA-01,724000,781000,Automatic
883,Honda City,1.5L I-VTEC VX CVTAutomatic,"GT World Mall, Bengaluru",Sedan,2016,Honda,110941,2ND OWNER,PETROL,KA-03,672000,767000,Automatic
884,Maruti Dzire,ZXIManual,"Bellahalli, Bengaluru",Sedan,2021,Maruti,15045,1ST OWNER,PETROL,KA-03,796000,813000,Manual
885,Maruti Ciaz,ZXI+Manual,"Hosur Road, Singasandra, Bengaluru",Sedan,2017,Maruti,72996,2ND OWNER,PETROL,KA-05,707000,811000,Manual
886,Skoda Rapid,AMBITION 1.6 MPI MTManual,"Bellahalli, Bengaluru",Sedan,2017,Skoda,124707,2ND OWNER,PETROL,KA-01,642000,697000,Manual
887,Honda City,VX MT DIESELManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2017,Honda,59373,1ST OWNER,DIESEL,KA-04,964000,1014000,Manual
888,Maruti Ciaz,S 1.5 MT PETROLManual,"Bellahalli, Bengaluru",Sedan,2020,Maruti,19472,1ST OWNER,PETROL,KA-04,994000,1092000,Manual
889,Honda City,1.5L I-VTEC V MTManual,"Bellahalli, Bengaluru",Sedan,2018,Honda,26922,1ST OWNER,PETROL,KA-01,818000,846000,Manual
890,Volkswagen Vento,HIGHLINE PETROL ATAutomatic,"Bellahalli, Bengaluru",Sedan,2016,Volkswagen,48079,2ND OWNER,PETROL,KA-01,746000,809000,Automatic
891,Hyundai Verna,1.6 CRDI SXManual,"Bellahalli, Bengaluru",Sedan,2017,Hyundai,114521,1ST OWNER,DIESEL,KA-13,763000,816000,Manual
892,Honda City,1.5L I-VTEC VXManual,"Bellahalli, Bengaluru",Sedan,2015,Honda,51947,2ND OWNER,PETROL,KA-05,698000,772000,Manual
893,Maruti Dzire,VDI AMTAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2017,Maruti,83991,1ST OWNER,DIESEL,KA-01,653000,783000,Automatic
894,Maruti Ciaz,ALPHA 1.5 SHVS PETROLManual,"Bellahalli, Bengaluru",Sedan,2020,Maruti,80648,1ST OWNER,PETROL,KA-27,795000,817000,Manual
895,Honda City,1.5L I-VTEC VXManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2017,Honda,81850,1ST OWNER,PETROL,KA-50,775500,832000,Manual
896,Honda Amaze,1.5L I-DTEC VXManual,Sonnappanahalli,Sedan,2013,Honda,86176,1ST OWNER,DIESEL,KA-41,438000,461000,Manual
897,Hyundai Verna,1.6 VTVT SXManual,"Bellahalli, Bengaluru",Sedan,2017,Hyundai,33237,2ND OWNER,PETROL,KA-05,829000,850000,Manual
898,Maruti Ciaz,ZXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2016,Maruti,89801,1ST OWNER,PETROL,KA-05,687000,721000,Manual
899,Maruti Swift Dzire,VXIManual,"Hosur Road, Singasandra, Bengaluru",Sedan,2013,Maruti,50894,2ND OWNER,PETROL,KA-01,440000,492000,Manual
900,Maruti Ciaz,ZDI+ SHVSManual,"Bellahalli, Bengaluru",Sedan,2016,Maruti,110103,1ST OWNER,DIESEL,KA-05,630000,650000,Manual
901,Honda Amaze,1.2L I-VTEC VXManual,"Hosur Road, Singasandra, Bengaluru",Sedan,2019,Honda,29942,2ND OWNER,PETROL,KA-51,706000,777000,Manual
902,Volkswagen Ameo,HIGHLINE PLUS 1.5L AT 16 ALLOYAutomatic,"Bellahalli, Bengaluru",Sedan,2017,Volkswagen,87012,2ND OWNER,DIESEL,KA-25,596000,661000,Automatic
903,Honda Amaze,1.2L I-VTEC V CVTAutomatic,"Bellahalli, Bengaluru",Sedan,2018,Honda,30197,1ST OWNER,PETROL,KA-04,708000,809000,Automatic
904,Volkswagen Vento,HIGHLINE PETROL ATAutomatic,"GT World Mall, Bengaluru",Sedan,2016,Volkswagen,71642,1ST OWNER,PETROL,KA-03,679000,828000,Automatic
905,Honda City,1.5L I-VTEC ZX CVTAutomatic,"Bellahalli, Bengaluru",Sedan,2017,Honda,72016,1ST OWNER,PETROL,KA-01,918000,1026000,Automatic
906,Maruti Ciaz,ZDI SHVSManual,"Bellahalli, Bengaluru",Sedan,2016,Maruti,79824,1ST OWNER,DIESEL,KA-01,676000,753000,Manual
907,Maruti Ciaz,ZDI SHVSManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2016,Maruti,48096,1ST OWNER,DIESEL,KA-50,717000,759000,Manual
908,Honda City,V MT PETROLManual,"Bellahalli, Bengaluru",Sedan,2018,Honda,49423,1ST OWNER,PETROL,KA-02,789000,969000,Manual
909,Honda City,1.5L I-VTEC VXManual,"Horamavu Agara Road, Bengaluru",Sedan,2018,Honda,35288,2ND OWNER,PETROL,KA-53,866000,901000,Manual
910,Volkswagen Vento,HIGHLINE PETROL ATAutomatic,"Bellahalli, Bengaluru",Sedan,2016,Volkswagen,80842,1ST OWNER,PETROL,KA-04,811000,868000,Automatic
911,Honda Amaze,1.2L I-VTEC V CVTAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2018,Honda,77428,1ST OWNER,PETROL,KA-01,658800,739000,Automatic
912,Hyundai Verna,1.6 CRDI SXManual,"Hosur Road, Singasandra, Bengaluru",Sedan,2017,Hyundai,60988,1ST OWNER,DIESEL,KA-41,878000,1047000,Manual
913,Honda Amaze,1.5L I-DTEC VX CVTAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2019,Honda,22980,1ST OWNER,DIESEL,KA-05,905000,923000,Automatic
914,Hyundai Verna,FLUIDIC 1.6 CRDI SXManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2013,Hyundai,80192,2ND OWNER,DIESEL,KA-53,545000,579000,Manual
915,Volkswagen Vento,HIGHLINE PLUS 1.0L TSI ATAutomatic,"Bellahalli, Bengaluru",Sedan,2021,Volkswagen,35407,1ST OWNER,PETROL,KA-01,1244000,1298000,Automatic
916,Hyundai Xcent,S (O) 1.2Manual,Sonnappanahalli,Sedan,2015,Hyundai,87019,1ST OWNER,PETROL,KA-04,452000,466000,Manual
917,Honda City,1.5L I-VTEC V MTManual,Sonnappanahalli,Sedan,2019,Honda,9243,1ST OWNER,PETROL,KA-03,952000,970000,Manual
918,Honda City,1.5L I-VTEC VXManual,"Bellahalli, Bengaluru",Sedan,2018,Honda,31862,2ND OWNER,PETROL,KA-53,866000,946000,Manual
919,Hyundai Verna,SX 1.5 CRDIManual,"Horamavu Agara Road, Bengaluru",Sedan,2021,Hyundai,28834,2ND OWNER,DIESEL,KA-03,1223000,1286000,Manual
920,Hyundai Verna,FLUIDIC 1.6 VTVT SXManual,Sonnappanahalli,Sedan,2012,Hyundai,46123,1ST OWNER,PETROL,KA-05,517000,575000,Manual
921,Volkswagen Vento,HIGHLINE PETROL ATAutomatic,"GT World Mall, Bengaluru",Sedan,2016,Volkswagen,50816,2ND OWNER,PETROL,KA-09,732000,813000,Automatic
922,Hyundai Verna,FLUIDIC 4S 1.6 VTVT SXManual,"Horamavu Agara Road, Bengaluru",Sedan,2016,Hyundai,64099,2ND OWNER,PETROL,KA-51,692000,730000,Manual
923,Skoda SLAVIA,AMBITION 1.0L TSI ATAutomatic,"Horamavu Agara Road, Bengaluru",Sedan,2022,Skoda,11522,1ST OWNER,PETROL,KA-03,1447400,1528000,Automatic
924,Maruti Dzire,ZXIManual,"GT World Mall, Bengaluru",Sedan,2020,Maruti,48492,1ST OWNER,PETROL,KA-09,741000,842000,Manual
925,Volkswagen Ameo,HIGHLINE1.5LManual,Sonnappanahalli,Sedan,2016,Volkswagen,80155,1ST OWNER,DIESEL,KA-05,551000,582000,Manual
926,Honda Amaze,1.2L I-VTEC V CVTAutomatic,"Bellahalli, Bengaluru",Sedan,2018,Honda,7459,1ST OWNER,PETROL,KA-04,796000,827000,Automatic
927,Honda City,1.5L I-VTEC VXManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2021,Honda,19497,1ST OWNER,PETROL,KA-50,1257000,1401000,Manual
928,Hyundai AURA,S 1.2Manual,"Hosur Road, Singasandra, Bengaluru",Sedan,2020,Hyundai,21742,1ST OWNER,PETROL,KA-05,715000,734000,Manual
929,Maruti Ciaz,ZETA DIESEL 1.3Manual,"Horamavu Agara Road, Bengaluru",Sedan,2017,Maruti,57268,2ND OWNER,DIESEL,KA-03,725000,840000,Manual
930,Maruti Ciaz,ZDI SHVSManual,"Bellahalli, Bengaluru",Sedan,2016,Maruti,116737,1ST OWNER,DIESEL,KA-51,612000,655000,Manual
931,Maruti Ciaz,ZETA 1.5 SHVS MT PETROLManual,"Horamavu Agara Road, Bengaluru",Sedan,2018,Maruti,45621,1ST OWNER,PETROL,KA-03,798000,978000,Manual
932,Maruti Swift Dzire,VXIManual,"Horamavu Agara Road, Bengaluru",Sedan,2016,Maruti,35792,2ND OWNER,PETROL,KA-53,560000,599000,Manual
933,Honda City,1.5L I-VTEC V MTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2016,Honda,47776,1ST OWNER,PETROL,KA-53,700000,747000,Manual
934,Maruti Ciaz,ZXIManual,"Bellahalli, Bengaluru",Sedan,2016,Maruti,72136,2ND OWNER,PETROL,KA-03,675000,766000,Manual
935,Hyundai AURA,SX PLUS 1.2 AMTAutomatic,"Bellahalli, Bengaluru",Sedan,2020,Hyundai,23583,1ST OWNER,PETROL,KA-41,789000,875000,Automatic
936,Volkswagen Vento,1.2 TSI HIGHLINE PLUS ATAutomatic,"Bellahalli, Bengaluru",Sedan,2018,Volkswagen,56460,1ST OWNER,PETROL,KA-05,841000,1082000,Automatic
937,Maruti Ciaz,ZXI ATAutomatic,Sonnappanahalli,Sedan,2017,Maruti,53226,1ST OWNER,PETROL,KA-53,679000,743000,Automatic
938,Hyundai Verna,SX 1.5 CRDI ATAutomatic,"Horamavu Agara Road, Bengaluru",Sedan,2020,Hyundai,62593,1ST OWNER,DIESEL,KA-26,1295000,1486000,Automatic
939,Honda Amaze,1.2L I-VTEC VXManual,"Horamavu Agara Road, Bengaluru",Sedan,2014,Honda,75565,2ND OWNER,PETROL,KA-03,441000,450000,Manual
940,Honda City,1.5L I-VTEC VX CVTAutomatic,"Bellahalli, Bengaluru",Sedan,2015,Honda,43358,2ND OWNER,PETROL,KA-01,751000,812000,Automatic
941,Hyundai AURA,SX PLUS 1.2 AMTAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2020,Hyundai,21627,2ND OWNER,PETROL,KA-04,799000,875000,Automatic
942,Maruti Swift Dzire,VXIManual,"GT World Mall, Bengaluru",Sedan,2016,Maruti,85863,2ND OWNER,PETROL,KA-51,568000,585000,Manual
943,Hyundai Verna,1.6 VTVT SX (O) ATAutomatic,"GT World Mall, Bengaluru",Sedan,2018,Hyundai,63115,1ST OWNER,PETROL,KA-50,1028000,1064000,Automatic
944,Honda City,1.5L I-VTEC VX CVTAutomatic,"Bellahalli, Bengaluru",Sedan,2016,Honda,41138,1ST OWNER,PETROL,KA-01,795000,848000,Automatic
945,Honda Amaze,1.5L I-DTEC VXManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2013,Honda,97658,1ST OWNER,DIESEL,KA-01,416000,416000,Manual
946,Honda City,1.5L I-VTEC VX CVTAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2017,Honda,56363,1ST OWNER,PETROL,KA-01,849000,856000,Automatic
947,Hyundai Verna,SX (O)1.0 TURBO DCTAutomatic,"Bellahalli, Bengaluru",Sedan,2020,Hyundai,47456,1ST OWNER,PETROL,KA-01,1309000,1559000,Automatic
948,Skoda Rapid,STYLE 1.5 TDI ATAutomatic,"Hosur Road, Singasandra, Bengaluru",Sedan,2017,Skoda,75037,1ST OWNER,DIESEL,KA-03,947000,997000,Automatic
949,Maruti Dzire,VDIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2017,Maruti,94932,1ST OWNER,DIESEL,KA-02,721000,721000,Manual
950,Hyundai Verna,FLUIDIC 4S 1.6 VTVT SManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2016,Hyundai,62598,1ST OWNER,PETROL,KA-04,706000,734000,Manual
951,Maruti Ciaz,ALPHA DIESEL 1.3Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2018,Maruti,102633,1ST OWNER,DIESEL,KA-63,804000,842000,Manual
952,Maruti Swift Dzire,ZXIManual,Sonnappanahalli,Sedan,2015,Maruti,17811,1ST OWNER,PETROL,KA-53,665000,686000,Manual
